$GPGGA,002313.000,4734.1315,N,12207.9596,W,1,06,1.46,158.7,M,-17.3,M,,*5C
$GPGGA,002314.000,4734.1315,N,12207.9594,W,1,06,1.37,158.7,M,-17.3,M,,*5F
$GPGGA,002315.000,4734.1315,N,12207.9592,W,1,06,1.37,158.7,M,-17.3,M,,*58
$GPGGA,002316.000,4734.1317,N,12207.9591,W,1,06,1.46,158.8,M,-17.3,M,,*53
$GPGGA,002324.000,4734.1321,N,12207.9588,W,1,06,1.46,158.8,M,-17.3,M,,*5F
$GPGGA,002334.000,4734.1313,N,12207.9587,W,1,06,1.37,158.6,M,-17.3,M,,*58
$GPGGA,002335.000,4734.1317,N,12207.9590,W,1,06,1.46,158.6,M,-17.3,M,,*5D
$GPGGA,002337.000,4734.1315,N,12207.9586,W,1,06,1.37,158.7,M,-17.3,M,,*5D
$GPGGA,002338.000,4734.1314,N,12207.9581,W,1,06,1.37,158.6,M,-17.3,M,,*55
$GPGGA,002339.000,4734.1314,N,12207.9580,W,1,06,1.37,158.6,M,-17.3,M,,*55
$GPGGA,002340.000,4734.1314,N,12207.9580,W,1,06,1.37,158.6,M,-17.3,M,,*5B
$GPGGA,002342.000,4734.1315,N,12207.9580,W,1,06,1.46,158.6,M,-17.3,M,,*5E
$GPGGA,002343.000,4734.1315,N,12207.9577,W,1,06,1.37,158.6,M,-17.3,M,,*51
$GPGGA,002344.000,4734.1314,N,12207.9574,W,1,06,1.37,158.6,M,-17.3,M,,*54
$GPGGA,002345.000,4734.1311,N,12207.9572,W,1,06,1.37,158.6,M,-17.3,M,,*56
